Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Monthly),EV CHARGING POWER DRAW:Schedule Value [](TimeStep),EV CHARGING POWER DRAW COPY:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),NaturalGas:Facility [J](TimeStep)
 01/17  02:00:00,,0.092116484,0.173913043,73695471.3,11108149.4
 01/17  03:00:00,,0.055694904,0.137491464,81215105.8,9112100.723
 01/17  04:00:00,,0.011078469,0.092875028,73437595.96,7212348.775
 01/17  05:00:00,,-0.001896719,0.079899841,104573370,13826392.61
 01/17  06:00:00,,0.040898638,0.122695197,352826484.3,7212348.775
 01/17  07:00:00,,0.074816234,0.156612793,540366337.3,12543251.95
 01/17  08:00:00,,0.13627765,0.218074209,515326160.7,315190554.2
 01/17  09:00:00,,0.364367793,0.446164352,521215652,288513352.8
 01/17  10:00:00,,0.411715847,0.493512406,413268679.5,237076908.3
 01/17  11:00:00,,0.54032955,0.62212611,374752344.6,212889478.7
 01/17  12:00:00,,0.445861078,0.527657637,373968318.8,187943833.3
 01/17  13:00:00,,0.591319762,0.673116321,417217310.1,169797287.4
 01/17  14:00:00,,0.46042971,0.542226269,360770037.7,140490491.6
 01/17  15:00:00,,0.322786251,0.645572502,338075009.1,133445526.2
 01/17  16:00:00,,0.447757796,0.895515593,340080879.8,131141927.3
 01/17  17:00:00,,1.380783433,0.653312087,356249759.1,175810720.8
 01/17  18:00:00,,1.342540774,0.615069429,372628617.5,189257082.8
 01/17  19:00:00,,1,1,306071334.4,201691999.4
 01/17  20:00:00,,0.805372183,0.805372183,304287561.7,210373470.5
 01/17  21:00:00,,0.57728204,0.57728204,302063138,215550293.9
 01/17  22:00:00,,0.592761211,0.592761211,305066162.6,215042310.8
 01/17  23:00:00,,0.389255634,0.389255634,100704522.2,11205039
 01/17  24:00:00,,0.340541771,0.340541771,92744575.73,11184843.28
 01/18  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 01/18  02:00:00,,0.116177222,0.173913043,73695471.3,11107391.34
 01/18  03:00:00,,0.079755643,0.137491464,73569529.17,7212348.775
 01/18  04:00:00,,0.035139207,0.092875028,73490080.89,7212348.775
 01/18  05:00:00,,0.02216402,0.079899841,73392756.76,11107749.87
 01/18  06:00:00,,0.064959376,0.122695197,477332533.6,7212348.775
 01/18  07:00:00,,0.098876972,0.156612793,455009315.1,11222952.99
 01/18  08:00:00,,0.160338388,0.218074209,406816766.5,213674812.2
 01/18  09:00:00,,0.388428531,0.446164352,449259620.6,188953412.8
 01/18  10:00:00,,0.435776585,0.493512406,363406037.3,159584141.1
 01/18  11:00:00,,0.564390289,0.62212611,340385357.3,117544801.2
 01/18  12:00:00,,0.469921816,0.527657637,344278263.6,79356197.2
 01/18  13:00:00,,0.6153805,0.673116321,355266671.9,55235436.5
 01/18  14:00:00,,0.484490448,0.542226269,333455566.5,44140914.51
 01/18  15:00:00,,0.322786251,0.645572502,321720913.4,38253163.67
 01/18  16:00:00,,0.98923716,0.895515593,313557634,66471312.15
 01/18  17:00:00,,0.747033655,0.653312087,354667915.3,103118659.9
 01/18  18:00:00,,0.708790996,0.615069429,353607727.7,112548009.3
 01/18  19:00:00,,1,1,262436578.2,123335367.4
 01/18  20:00:00,,0.805372183,0.805372183,253928894.1,110849374.7
 01/18  21:00:00,,0.57728204,0.57728204,248803218.1,127106604.3
 01/18  22:00:00,,0.592761211,0.592761211,249296568.8,113611336.7
 01/18  23:00:00,,0.389255634,0.389255634,100704522.2,11195376.64
 01/18  24:00:00,,0.340541771,0.340541771,92744575.73,11188661.12
 01/19  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 01/19  02:00:00,,0.166474824,0.173913043,73695471.3,11107440.49
 01/19  03:00:00,,0.130053244,0.137491464,73679245.93,7212348.775
 01/19  04:00:00,,0.085436809,0.092875028,73599797.65,7212348.775
 01/19  05:00:00,,0.072461621,0.079899841,73502473.51,11107682.94
 01/19  06:00:00,,0.115256977,0.122695197,338954219.9,7212348.775
 01/19  07:00:00,,0.149174573,0.156612793,319856742.3,11221279.86
 01/19  08:00:00,,0.210635989,0.218074209,351024808.1,161136305.1
 01/19  09:00:00,,0.438726133,0.446164352,457535760.4,159186236.7
 01/19  10:00:00,,0.486074186,0.493512406,388969739.3,161405586
 01/19  11:00:00,,0.61468789,0.62212611,364837673.8,158676699
 01/19  12:00:00,,0.263828819,0.527657637,361651383.2,158918387
 01/19  13:00:00,,0.71965507,0.673116321,391579349.6,158555165.7
 01/19  14:00:00,,0.588765018,0.542226269,370039056.6,163437290.1
 01/19  15:00:00,,0.322786251,0.645572502,350318129.1,161083457.6
 01/19  16:00:00,,0.447757796,0.895515593,358766539.9,166508229
 01/19  17:00:00,,1.851346229,0.653312087,392124653,175035677.2
 01/19  18:00:00,,1.81310357,0.615069429,390983203,177914337.8
 01/19  19:00:00,,1,1,316671371.4,186800004.4
 01/19  20:00:00,,0.805372183,0.805372183,308735836.7,210782509.4
 01/19  21:00:00,,0.57728204,0.57728204,298009151.5,219434216.6
 01/19  22:00:00,,0.592761211,0.592761211,300301721.1,222924792.6
 01/19  23:00:00,,0.389255634,0.389255634,100704522.2,11188223.73
 01/19  24:00:00,,0.340541771,0.340541771,92744575.73,11177214.63
 01/20  01:00:00,,0.240837696,0.240837696,73841457.51,11107662.39
 01/20  02:00:00,,0.078830969,0.173913043,73695471.3,7212348.775
 01/20  03:00:00,,0.042409389,0.137491464,73488063.85,7212348.775
 01/20  04:00:00,,-0.002207046,0.092875028,73408615.58,11107771.27
 01/20  05:00:00,,-0.015182234,0.079899841,73311291.44,7212348.775
 01/20  06:00:00,,0.027613122,0.122695197,454798274.1,7212348.775
 01/20  07:00:00,,0.061530718,0.156612793,441909906.9,11223055.28
 01/20  08:00:00,,0.122992134,0.218074209,405631362.4,279526860.6
 01/20  09:00:00,,0.351082278,0.446164352,459979576.3,262210837.1
 01/20  10:00:00,,0.398430331,0.493512406,376472588.3,235954455.7
 01/20  11:00:00,,0.527044035,0.62212611,349216859.3,188187073.8
 01/20  12:00:00,,0.432575562,0.527657637,351487597.6,156857371.3
 01/20  13:00:00,,0.578034247,0.673116321,383774087.3,120963166.4
 01/20  14:00:00,,0.271113135,0.542226269,344556948.6,79227645.27
 01/20  15:00:00,,0.322786251,0.645572502,326001050.4,76052403.75
 01/20  16:00:00,,0.447757796,0.895515593,323866057.1,95706419.59
 01/20  17:00:00,,1.566777956,0.653312087,341517930,122762675.6
 01/20  18:00:00,,1.528535298,0.615069429,353773704.2,174902694.9
 01/20  19:00:00,,1,1,269039643.1,172496597.8
 01/20  20:00:00,,0.805372183,0.805372183,266621320.9,188316656.7
 01/20  21:00:00,,0.57728204,0.57728204,268850998.4,201820506.2
 01/20  22:00:00,,0.592761211,0.592761211,274608393.6,205680920
 01/20  23:00:00,,0.389255634,0.389255634,100704522.2,11187575.44
 01/20  24:00:00,,0.340541771,0.340541771,92744575.73,11182655.62
 01/21  01:00:00,,0.063282495,0.063282495,61960495.73,11107224.51
 01/21  02:00:00,,-0.025604507,0.046892784,61924744,7212348.775
 01/21  03:00:00,,-0.044953471,0.02754382,61766601.91,7212348.775
 01/21  04:00:00,,-0.064302436,0.008194855,61724395.01,11107678.99
 01/21  05:00:00,,-0.068399863,0.004097428,61682188.12,7212348.775
 01/21  06:00:00,,-0.068399863,0.004097428,419837823.7,7212348.775
 01/21  07:00:00,,-0.061343182,0.011154109,385503907.3,15224670.84
 01/21  08:00:00,,-0.015588573,0.056908718,296532182.3,150232170.4
 01/21  09:00:00,,0.098684134,0.171181425,239570462.5,141576707.8
 01/21  10:00:00,,0.184274846,0.256772137,226088849.2,122403033.3
 01/21  11:00:00,,0.40303196,0.475529251,212040473.8,101911888.9
 01/21  12:00:00,,0.438770635,0.511267926,217944560.4,77757163.73
 01/21  13:00:00,,0.501707262,0.501707262,177311195.9,59591758.35
 01/21  14:00:00,,0.573867517,0.573867517,161976789,86681296.13
 01/21  15:00:00,,0.516958798,0.516958798,154812981.2,114962825.9
 01/21  16:00:00,,0.252345244,0.449123606,163356230,122954867.1
 01/21  17:00:00,,0.438652402,0.438652402,183766167.7,137085137.6
 01/21  18:00:00,,0.336444343,0.336444343,100073450.5,164112961.5
 01/21  19:00:00,,0.435010244,0.435010244,79045145.44,11229307.01
 01/21  20:00:00,,0.352378784,0.352378784,72454720.42,7212348.775
 01/21  21:00:00,,0.254495789,0.254495789,72241203.17,9627046.8
 01/21  22:00:00,,0.219895288,0.219895288,72165727.31,8692564.048
 01/21  23:00:00,,0.12610972,0.12610972,71961148,7212348.775
 01/21  24:00:00,,0.097882996,0.097882996,71899575.59,11108090.37
 01/22  01:00:00,,0.069883906,0.069883906,61974895.73,7212348.775
 01/22  02:00:00,,0.004742964,0.014113362,61853240.55,7212348.775
 01/22  03:00:00,,-0.002313717,0.007056681,61832800.42,11108401.37
 01/22  04:00:00,,-0.002313717,0.007056681,61817407.32,7212348.775
 01/22  05:00:00,,-0.002313717,0.007056681,77945113.61,7212348.775
 01/22  06:00:00,,0.062789857,0.072160255,61817407.32,11108929.65
 01/22  07:00:00,,0.030465705,0.039836103,96232100.44,7212348.775
 01/22  08:00:00,,0.058009524,0.067379923,49565939.39,11174616.69
 01/22  09:00:00,,0.116056417,0.125426815,60044182.34,11180563.63
 01/22  10:00:00,,0.152933267,0.162303665,48808532.64,11188045.12
 01/22  11:00:00,,0.231012028,0.240382427,54627139.27,11185478.83
 01/22  12:00:00,,0.248577282,0.248577282,48854601.92,11191200.27
 01/22  13:00:00,,0.215114956,0.215114956,61786379.31,11193917.17
 01/22  14:00:00,,0.30386561,0.318233553,49044862.75,12289613.57
 01/22  15:00:00,,0.329387662,0.329387662,63851125.23,14167006.58
 01/22  16:00:00,,0.247894377,0.247894377,48959659.78,7212348.775
 01/22  17:00:00,,0.232771671,0.285454132,58821274.57,11181179.89
 01/22  18:00:00,,0.241520601,0.241520601,78603991.98,11161926.35
 01/22  19:00:00,,0.226269064,0.226269064,72179630.76,11108578.23
 01/22  20:00:00,,0.223309811,0.223309811,72173175.59,7212348.775
 01/22  21:00:00,,0.165262918,0.165262918,72046554.9,7212348.775
 01/22  22:00:00,,0.160710221,0.160710221,72036623.86,11108544.56
 01/22  23:00:00,,0.117914865,0.117914865,71943272.14,7212348.775
 01/22  24:00:00,,0.086273617,0.086273617,71874251.45,7212348.775
 01/23  01:00:00,,0.240837696,0.240837696,73841457.51,11108178.98
 01/23  02:00:00,,0.174749273,0.173913043,73695471.3,7212348.775
 01/23  03:00:00,,0.138327693,0.137491464,73697295.41,7212348.775
 01/23  04:00:00,,0.093711258,0.092875028,73617847.14,11108819.05
 01/23  05:00:00,,0.08073607,0.079899841,73520523,7212348.775
 01/23  06:00:00,,0.123531426,0.122695197,449667904.3,7212348.775
 01/23  07:00:00,,0.157449023,0.156612793,474540530.4,14730985.16
 01/23  08:00:00,,0.218910439,0.218074209,430675947.9,163445070.8
 01/23  09:00:00,,0.447000582,0.446164352,468133046.8,140456309.8
 01/23  10:00:00,,0.494348636,0.493512406,376491643.9,119702503.1
 01/23  11:00:00,,0.622962339,0.62212611,332978783.2,39864987.6
 01/23  12:00:00,,0.528493867,0.527657637,330600518.4,36274702.55
 01/23  13:00:00,,0.336558161,0.673116321,355691888.5,49570064.95
 01/23  14:00:00,,0.271113135,0.542226269,326794521.1,43379019.66
 01/23  15:00:00,,0.322786251,0.645572502,313994511.4,48194969.17
 01/23  16:00:00,,0.447757796,0.895515593,328456383.7,70974508.98
 01/23  17:00:00,,2.496228665,0.653312087,360981914.2,78791887.89
 01/23  18:00:00,,2.457986006,0.615069429,378829195.9,77015320.21
 01/23  19:00:00,,1,1,285658934.6,93724151.32
 01/23  20:00:00,,0.805372183,0.805372183,267145022.1,96577574.43
 01/23  21:00:00,,0.57728204,0.57728204,258723592.2,97113873.68
 01/23  22:00:00,,0.592761211,0.592761211,263384544.5,97622077.92
 01/23  23:00:00,,0.389255634,0.389255634,100704522.2,11180647.39
 01/23  24:00:00,,0.340541771,0.340541771,92744575.73,11195133.52
 01/24  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 01/24  02:00:00,,0.027649823,0.173913043,73695471.3,7212348.775
 01/24  03:00:00,,-0.008771757,0.137491464,73376419.77,11107136.22
 01/24  04:00:00,,-0.053388192,0.092875028,73296971.5,7212348.775
 01/24  05:00:00,,-0.06636338,0.079899841,73199647.36,7212348.775
 01/24  06:00:00,,-0.023568024,0.122695197,338839432.4,11108935.93
 01/24  07:00:00,,0.010349573,0.156612793,339619802.8,11215082.91
 01/24  08:00:00,,0.071810989,0.218074209,347637414.2,128165618.8
 01/24  09:00:00,,0.299901132,0.446164352,404432087.1,116674661.3
 01/24  10:00:00,,0.347249186,0.493512406,331384881,58566884.25
 01/24  11:00:00,,0.475862889,0.62212611,317021751.9,34141702.13
 01/24  12:00:00,,0.381394417,0.527657637,326268373.5,31070037.3
 01/24  13:00:00,,0.526853101,0.673116321,332046607.2,37269259.86
 01/24  14:00:00,,0.271113135,0.542226269,323405281.9,36857678.66
 01/24  15:00:00,,0.322786251,0.645572502,315017895.9,25176054.02
 01/24  16:00:00,,0.921465484,0.895515593,313884404.5,25103083.54
 01/24  17:00:00,,0.679261978,0.653312087,328752706.8,34730987.81
 01/24  18:00:00,,0.641019319,0.615069429,318123566.9,32937584.74
 01/24  19:00:00,,1,1,204497032.6,38782478.63
 01/24  20:00:00,,0.805372183,0.805372183,205158115.1,26797592.86
 01/24  21:00:00,,0.57728204,0.57728204,204995110.7,41461786.22
 01/24  22:00:00,,0.592761211,0.592761211,210503837.3,34927148.19
 01/24  23:00:00,,0.389255634,0.389255634,100704522.2,11204227.62
 01/24  24:00:00,,0.340541771,0.340541771,92744575.73,11180745.62
 01/25  01:00:00,,0.240837696,0.240837696,73841457.51,7212348.775
 01/25  02:00:00,,0.171853528,0.173913043,73695471.3,11106498.69
 01/25  03:00:00,,0.135431949,0.137491464,73690978.77,7212348.775
 01/25  04:00:00,,0.090815513,0.092875028,73611530.5,7212348.775
 01/25  05:00:00,,0.077840326,0.079899841,73514206.36,11106705.54
 01/25  06:00:00,,0.120635682,0.122695197,82173606.94,7212348.775
 01/25  07:00:00,,0.154553278,0.156612793,114379863.7,11227138.58
 01/25  08:00:00,,0.216014694,0.218074209,338161060,90096289.7
 01/25  09:00:00,,0.444104837,0.446164352,392118472.4,44109812.61
 01/25  10:00:00,,0.491452891,0.493512406,327297752.2,29500673.54
 01/25  11:00:00,,0.311063055,0.62212611,314733691.3,32795735.35
 01/25  12:00:00,,0.579337868,0.527657637,318265465.5,34590758.1
 01/25  13:00:00,,0.336558161,0.673116321,336509438.5,37274769.23
 01/25  14:00:00,,0.271113135,0.542226269,318632163.2,36865459.52
 01/25  15:00:00,,0.955809735,0.645572502,304338279,25211007.66
 01/25  16:00:00,,0.447757796,0.895515593,310225061.3,25103982.93
 01/25  17:00:00,,1.974209361,0.653312087,325611107.1,30718743.15
 01/25  18:00:00,,1.935966702,0.615069429,328209717.7,30483808.02
 01/25  19:00:00,,1,1,220300681.2,44827773.68
 01/25  20:00:00,,0.805372183,0.805372183,211602196.1,33885953.73
 01/25  21:00:00,,0.57728204,0.57728204,210346314.3,53700638.16
 01/25  22:00:00,,0.592761211,0.592761211,214720610.6,57022565.68
 01/25  23:00:00,,0.389255634,0.389255634,100704522.2,11202727
 01/25  24:00:00,,0.340541771,0.340541771,92744575.73,11200269.68
 01/26  01:00:00,,0.240837696,0.240837696,73841457.51,11106242.51
 01/26  02:00:00,,0.069079927,0.173913043,73695471.3,7212348.775
 01/26  03:00:00,,0.032658347,0.137491464,73466793.4,7212348.775
 01/26  04:00:00,,-0.011958088,0.092875028,73387345.13,11106537.58
 01/26  05:00:00,,-0.024933276,0.079899841,73290020.99,7212348.775
 01/26  06:00:00,,0.01786208,0.122695197,81949421.57,7212348.775
 01/26  07:00:00,,0.051779676,0.156612793,114155678.3,11215777.42
 01/26  08:00:00,,0.113241092,0.218074209,323798310.2,28043830.56
 01/26  09:00:00,,0.341331235,0.446164352,372989534.3,25608422.56
 01/26  10:00:00,,0.388679289,0.493512406,320012034.2,30088911.61
 01/26  11:00:00,,0.517292993,0.62212611,309181950.4,25599909.78
 01/26  12:00:00,,0.42282452,0.527657637,317764136.6,33071700.48
 01/26  13:00:00,,0.568283204,0.673116321,321796953.2,37531315.69
 01/26  14:00:00,,0.271113135,0.542226269,326194847.1,34558086.69
 01/26  15:00:00,,0.601204846,0.645572502,310936250.6,26978691.83
 01/26  16:00:00,,0.851147937,0.895515593,311187188.3,26008134.88
 01/26  17:00:00,,0.608944431,0.653312087,324667790.6,30724399.18
 01/26  18:00:00,,0.570701773,0.615069429,294880915.7,22004729.83
 01/26  19:00:00,,1,1,178318563.4,19949100.31
 01/26  20:00:00,,0.805372183,0.805372183,182112144.6,15485931.14
 01/26  21:00:00,,0.57728204,0.57728204,172369896.4,15559039.65
 01/26  22:00:00,,0.592761211,0.592761211,174499599.3,15268145.68
 01/26  23:00:00,,0.389255634,0.389255634,100704522.2,11200049.24
 01/26  24:00:00,,0.340541771,0.340541771,92744575.73,10898980.7
 01/27  01:00:00,,0.240837696,0.240837696,73841457.51,7502051.961
 01/27  02:00:00,,0.177434286,0.173913043,73695471.3,7212348.775
 01/27  03:00:00,,0.141012706,0.137491464,73703152.37,7212348.775
 01/27  04:00:00,,0.096396271,0.092875028,73623704.09,11107228.52
 01/27  05:00:00,,0.083421083,0.079899841,73526379.96,7212348.775
 01/27  06:00:00,,0.126216439,0.122695197,82185780.54,7212348.775
 01/27  07:00:00,,0.160134036,0.156612793,114392037.3,15203960.07
 01/27  08:00:00,,0.221595452,0.218074209,287670711.4,52693372.69
 01/27  09:00:00,,0.449685595,0.446164352,366099880.6,26535634.13
 01/27  10:00:00,,0.497033649,0.493512406,320349422.7,28762990.69
 01/27  11:00:00,,0.625647352,0.62212611,311975357,29026016.26
 01/27  12:00:00,,0.53117888,0.527657637,338715668.4,32295275.83
 01/27  13:00:00,,0.336558161,0.673116321,338226257.4,37286560.22
 01/27  14:00:00,,0.271113135,0.542226269,322176090.4,36870278.6
 01/27  15:00:00,,0.322786251,0.645572502,309324562.9,25205079.2
 01/27  16:00:00,,1.436763278,0.895515593,305085710.9,25101770.87
 01/27  17:00:00,,1.194559772,0.653312087,326028344.1,30733757.26
 01/27  18:00:00,,1.156317113,0.615069429,292290051.8,20224136.37
 01/27  19:00:00,,1,1,174360970.3,19954017.59
 01/27  20:00:00,,0.805372183,0.805372183,178729423.8,15893774.94
 01/27  21:00:00,,0.57728204,0.57728204,172885673.8,19751390.67
 01/27  22:00:00,,0.592761211,0.592761211,180508774,34705124.52
 01/27  23:00:00,,0.389255634,0.389255634,100704522.2,11192847.45
 01/27  24:00:00,,0.340541771,0.340541771,92744575.73,11185738.42
 01/28  01:00:00,,0.063282495,0.063282495,61960495.73,7212348.775
 01/28  02:00:00,,0.003936619,0.046892784,61924744,7212348.775
 01/28  03:00:00,,-0.015412346,0.02754382,61831041.5,11107074.48
 01/28  04:00:00,,-0.03476131,0.008194855,61788834.6,7212348.775
 01/28  05:00:00,,-0.038858738,0.004097428,61746627.7,7212348.775
 01/28  06:00:00,,-0.038858738,0.004097428,61737689.77,11107277.19
 01/28  07:00:00,,-0.031802057,0.011154109,114031950.3,11219924.81
 01/28  08:00:00,,0.013952553,0.056908718,228502176.8,48281207.46
 01/28  09:00:00,,0.12822526,0.171181425,213039108.1,25952915.2
 01/28  10:00:00,,0.256772137,0.256772137,195335054,19950685.35
 01/28  11:00:00,,0.426209209,0.475529251,173107200.2,15629334
 01/28  12:00:00,,0.461947884,0.511267926,175684701.7,20059684.28
 01/28  13:00:00,,0.45238722,0.501707262,124470558.1,19897401.8
 01/28  14:00:00,,0.524547475,0.573867517,111744313.6,19850558.76
 01/28  15:00:00,,0.467638756,0.516958798,113248171.2,15488185.59
 01/28  16:00:00,,0.399803564,0.449123606,111877675.2,15426752.48
 01/28  17:00:00,,0.38933236,0.438652402,106409922.6,15459996.12
 01/28  18:00:00,,0.336444343,0.336444343,100188817.8,11231461.74
 01/28  19:00:00,,0.435010244,0.435010244,79045145.44,11212895.88
 01/28  20:00:00,,0.352378784,0.352378784,72454720.42,11107675.34
 01/28  21:00:00,,0.254495789,0.254495789,72241203.17,7212348.775
 01/28  22:00:00,,0.219895288,0.219895288,72165727.31,7212348.775
 01/28  23:00:00,,0.12610972,0.12610972,71961148,11107088.61
 01/28  24:00:00,,0.097882996,0.097882996,71899575.59,7212348.775
 01/29  01:00:00,,0.069883906,0.069883906,61974895.73,7212348.775
 01/29  02:00:00,,0.01489622,0.014113362,61853240.55,11107856.54
 01/29  03:00:00,,0.007839539,0.007056681,61854948.24,7212348.775
 01/29  04:00:00,,0.007839539,0.007056681,61839555.14,7212348.775
 01/29  05:00:00,,0.007839539,0.007056681,61839555.14,11107511.33
 01/29  06:00:00,,0.072943113,0.072160255,61839555.14,7212348.775
 01/29  07:00:00,,0.040618961,0.039836103,78255349.68,11173950.04
 01/29  08:00:00,,0.06816278,0.067379923,49462744.79,11169659.48
 01/29  09:00:00,,0.126209673,0.125426815,53232175.67,7212348.775
 01/29  10:00:00,,0.163086523,0.162303665,48830680.46,11165326.3
 01/29  11:00:00,,0.241165284,0.240382427,64871363,11189694.37
 01/29  12:00:00,,0.24936014,0.248577282,48876749.74,11200458.19
 01/29  13:00:00,,0.215114956,0.215114956,66790995.66,11206976.7
 01/29  14:00:00,,0.319225173,0.318233553,49044862.75,15308008.25
 01/29  15:00:00,,0.330379282,0.329387662,64053417.14,11222821.87
 01/29  16:00:00,,0.247894377,0.247894377,49139588.37,11174876.88
 01/29  17:00:00,,0.287767911,0.285454132,63666522.25,11178916.76
